block_id,temp_mean,temp_max,temp_area_weighted_mean,execution_cycles,execution_time
0,350.16,350.16,350.16,69.0,2.3e-08
41,350.16,350.16,350.16,6.0,2e-09
42,350.16,350.16,350.16,6.0,2e-09
43,350.16,350.17,350.16,7.0,2.333333333333333e-09
44,350.16,350.17,350.16,7.0,2.333333333333333e-09
45,350.16,350.17,350.16,17.0,5.666666666666667e-09
46,350.16,350.19,350.16,1.0,3.333333333333333e-10
1,350.17,350.19,350.17,12.0,4e-09
47,350.17,350.19,350.17,5.0,1.6666666666666667e-09
4,350.17,350.2,350.17,34.0,1.1333333333333334e-08
13,350.17,350.18,350.17,39.0,1.3e-08
2,350.18,350.2,350.18,5.0,1.6666666666666667e-09
48,350.18,350.21,350.18,20.0,6.666666666666667e-09
5,350.18,350.21,350.18,1201.0,4.0033333333333336e-07
6,351.94,352.48,351.98,19776870.0,0.00659229
7,351.96,352.49,352.0,2402.0,8.006666666666667e-07
14,350.18,350.22,350.18,1801.5,6.005e-07
15,,,0.0,0.0,0.0
16,,,0.0,15728.23,5.242743333333333e-06
17,350.19,350.26,350.2,1191.617,3.9720566666666665e-07
18,350.48,350.6,350.49,2413025.0,0.0008043416666666666
19,,,0.0,3748.728,1.249576e-06
20,,,0.0,25821.5,8.607166666666666e-06
21,,,0.0,3600004.0,0.0012000013333333334
22,,,0.0,9338.389,3.112796333333333e-06
23,,,0.0,7087947.0,0.002362649
24,,,0.0,5315960000.0,1.7719866666666666
25,,,0.0,1181325.0,0.000393775
26,,,0.0,904670.2,0.0003015567333333333
27,,,0.0,148422.5,4.947416666666667e-05
28,,,0.0,904670.2,0.0003015567333333333
29,,,0.0,1795205.0,0.0005984016666666667
30,,,0.0,61036970.0,0.020345656666666666
31,,,0.0,3000003.0,0.001000001
32,,,0.0,3603.0,1.201e-06
3,350.19,350.21,350.19,53.0,1.7666666666666666e-08
34,350.19,350.21,350.19,60.0,2e-08
49,350.19,350.25,350.19,2.0,6.666666666666666e-10
8,351.97,352.49,352.01,30.0,1e-08
33,,,0.0,42.0,1.4e-08
35,,,0.0,0.0,0.0
36,,,0.0,13139.7,4.3799e-06
37,,,0.0,11679.73,3.8932433333333335e-06
38,,,0.0,37959.14,1.2653046666666666e-05
39,,,0.0,2982.088,9.940293333333334e-07
51,350.2,350.26,350.21,21.0,7e-09
50,350.2,350.26,350.2,13.0,4.333333333333333e-09
9,351.99,352.49,352.03,1201.0,4.0033333333333336e-07
10,353.64,354.67,353.69,23740170.0,0.00791339
11,353.66,354.67,353.71,2402.0,8.006666666666667e-07
40,,,0.0,58.0,1.9333333333333334e-08
12,353.67,354.67,353.72,6.0,2e-09
